메인재료	부재료 1	부재료 2	부재료 3	조리방식	재료 수량	음식 수량	대사 ( 한국어 )	대사 ( 영어 )	다시 물어보기 1 ( 한국어 )	다시 물어보기 1 ( 영어 )	다시 물어보기 2 ( 한국어 )	다시 물어보기 2 ( 영어 )
밥	너트	없음	없음	굽기	6	1	"저기 달궈진 너트 밥이 맛있을 것 같아요."	"The heated nut rice over there looks delicious."	"맛있죠, 달궈진 너트를 넣은 밥."	"Delicious, rice with heated nuts."	"맞아요. 너트 그리고 구운 밥"	"Right. Nut and grilled rice"
밥	돈	없음	없음	굽기	6	1	"달궈진 행복을 돈으로 살 수 없다면 혹시 돈이 모자란건 아닌지 확인해밥"	"If you can't buy hot happiness with money, make sure you don't have enough money"	"밥에 구워진 돈을 넣는 것은 행복을 얻는 방법 중 하나야."	"Putting baked money in rice is one of the ways to get happiness."	"맞아. 구운 돈과 밥."	"That's right. Roasted money and rice
밥	돈	없음	없음	굽기	6	1	"저희 할머니는 구운 밥을 좋아해요."	"My grandmother likes grilled rice."	"저희 할아버지는 구운 밥을 싫어하세요."	"My grandfather hates grilled rice."	"돈을 영어로 하면?"	"How do you say money in English?"
밥	돈	없음	없음	굽기	6	1	"따뜻하게 구워진 제 밥을 특별하게 만들어줄 멋진 캐시가..."	"A nice cash that will make my warm cooked rice special..."	"구워진 돈이 있다면 내 밥은 특별해!"	"My meal is special if I have baked money!"	"구운 밥에 돈을 넣으면 특별해."	"It's special if you put money in cooked rice."
밥	돈	없음	없음	굽기	6	1	"구워진 종이 비슷한 밥 하나 주세요."	"I'd like a piece of cooked paper-like rice."	"기억은 않나지만 구워진 종이 비슷한거 넣어줘."	"I don't remember, but please put something like baked paper."	"맞아, 돈을 넣고 구운 밥 하나 만들어줘"	"Right, please make me a rice cooked with money"
밥	돈	없음	없음	굽기	6	1	"낱개로 여러 개 있는 돈은 항상 구워지다!"	"Money with multiple pieces as a single dog is always baked!"	"낱개로 된 여러 알갱이가 전부 구워져 있으면 좋아요. 음식도.재료도..."	"It's good if all the grains made of a single dog are baked. Food. Ingredients..."	"구운 밥과 돈의 조화는 아름답죠."	"The combination of grilled rice and money is beautiful."
밥	보석	없음	없음	굽기	6	1	"여기서 제일 비싼 구워져있는 밥 하나 주세요."	"Give me one of the most expensive baked rice here."	"돈 보다 더 비싼것이 있다면 밥에 구워서 넣어줘."	"If there's anything more expensive than money, grill it in rice and put it in."	"맞아, 보석을 넣고 구운 밥 하나 만들어주세요."	"Yes, please make me a rice baked with jewels."
밥	보석	없음	없음	굽기	6	1	"뜨겁게 달궈진 주얼리한 밥 주세요."	"Give me a hot, hot, jeweled rice."	"달궈진 귀금속 밥 주세요."	"Give me heated precious metal rice."	"네, 보석 그리고 구운 밥"	"Yes, jewelry and grilled rice"
밥	보석	없음	없음	굽기	6	1	"밥 위에 달궈진 보석을 토핑으로 올리는 거 좀 이상한가요?"	"Is it a little strange to put heated jewelry on top of rice as a topping?"	"밥 위에 보석을 올려 구워서 먹으면 맛이 이상해요."	"It tastes weird when you grill jewelry on top of rice."	"이상하죠. 구운 밥과 보석의 조합."	"Strange. A combination of baked rice and jewels."
밥	보석	없음	없음	굽기	6	1	"보석을 빵에 넣어 구워먹어도 봤고, 밥에도… 구워 먹으면?"	"I've baked jewelry in bread and eaten it, and in rice... If you grill it?"	"밥에 달궈진 보석을 올려 먹으면 무슨 맛일지 궁금해요."	"I wonder what it would taste like to eat heated jewelry on rice."	"네, 이번에는 구운 밥 위에 보석을 올려주세요."	"Yes, this time please put the jewels on the baked rice."
밥	보석	없음	없음	굽기	6	1	"달궈진 보석 밥을 파신다고요? 보석 캔디는 들어봤는데.."	"Do you sell heated jewelry rice? I've heard of jewelry candy.."	"어릴적 추억을 비슷하게라도 느끼고 싶어요."	"I want to feel similar childhood memories."	"네, 맞아요. 구운 보석을 넣고 밥을 먹는다면, 그 추억을 느낄 수 있지 않을까요?"	"Yes, that's right. If you eat rice with baked jewels, wouldn't you feel the memory?"
밥	털 뭉치	없음	없음	굽기	6	1	"저는 낱개로 여러 개의 털이 많이 달린 따뜻하게 구워진 생물이 좋아요."	"I like warm baked creatures with lots of hair on them individually."	"저는 낱개로 여러 개의 털이 많이 달린 구워진 생물이 좋아요."	"I like baked creatures with a lot of hair on them individually."	"저는 구운 밥처럼 여러 알갱이로 흩어지며, 털이 많이 달린 생물이 좋아요."	"I like creatures that scatter into many grains like baked rice, and that have a lot of fur."
밥	털 뭉치	없음	없음	굽기	6	1	"낱개로 여러 개인 달궈진 털이 뭉치면 달궈진 긴 털 뭉치"	"When heated hair, which is a single dog, is lumped together, it's a lump of heated hair"	"낱개로 여러 개인 털이 뭉치면 로스트 밥처럼 보이죠."	"When the individual hairs are lumped together as a single dog, they look like roast rice."	"네, 그렇게 해주세요. 구운 밥처럼 여러 알갱이가 뭉친 털 뭉치처럼요."	"Yes, please do. Like a ball of fur with several grains, like baked rice."
밥	털 뭉치	없음	없음	굽기	6	1	"어제 티비에서 봤던 복슬복슬한 바삭한 초록색 밥..."	"The fluffy and crispy green rice that I saw on TV yesterday..."	"티비로 봤는데 아직도 생생해요. 복슬복슬한게 엄청 부드러워 보였어요."	"I watched it on TV and it's still vivid. The fluffy one looked so soft."	"하지만 저희는 그것을 '구워진 모피 밥'이라고 부르기로 했어요."	"But we decided to call it 'baked fur rice.'"
밥	털 뭉치	없음	없음	굽기	6	1	"저기 저 낱개에 여러개로 달려있는 미끌거리는 털이 맛있을 것 같아요."	"I think the slippery hairs on each of those individuals will be delicious."	"저기 저 싱싱해 보이는 낱개로 여러 개 된 털을 구운게 맛있을 것 같아요."	"Excuse me, I think it would be delicious to roast several hairs that look fresh."	"저기 저 구워 놓은 털 밥이 맛있을 것 같아요."	"I think that grilled rice over there looks delicious."
밥	털 뭉치	없음	없음	굽기	6	1	"그냥 달궈진 털 밥 하나 주세요."	"Just give me a heated rice."	"네, 구운 털 밥 하나 맞아요."	"Yes, one roasted rice is right."	"네, 그거요. 구워놓은 털 밥 하나 맞아요.	"Yes, that one. It's just one piece of cooked rice.
밥	눈알	없음	없음	굽기	6	1	"저기 저 옆 행성 음식점 사장님 너무 멋있지 않아요? 달궈진 얼굴과 여러 개 달린 열정적인 눈이 멋있는 것 같아요."	"Isn't the owner of the restaurant on the next planet so cool? I think the heated face and passionate eyes with multiple eyes are cool."	"밥집 사장님의 구워진 얼굴과 눈은 다시 봐도 멋있는 것 같아요."	"I think the restaurant owner's grilled face and eyes are cool even when I see them again."	"멋있긴 하죠. 하지만 구운 밥과 같이 먹으면 별미죠..."	"It's cool. But it's a delicacy with grilled rice..."
밥	눈알	없음	없음	굽기	6	1	"달궈진 눈알 먹어보셨나요? 저는 낱개로 여러 개의 눈이 맛있더라구요."	"Have you tried the heated eyeballs?" I liked several eyes individually."	"낱개로 여러 개의 눈알을 구워서 먹어보셨나요? 이게 또 별미예요."	"Have you ever baked and eaten several eyeballs with a single dog? This is also a delicacy."	"네, 맞아요. 끓인 밥 그리고 눈알"	"Yes, that's right. Bradioactive oiled rice and eyeballs"
밥	눈알	없음	없음	굽기	6	1	"저기 저 눈알이 맛있을 것 같은데, 구워서 밥 위에 올려주세요."	"Those eyeballs look delicious, please grill them and put them on the rice."	"먹어보시는 것을 추천할게요. 그러니까 구운 눈알 밥 하나 주세요."	"I recommend you try it. So please give me a baked eyeball rice."	"네, 구운 눈알과 밥 이렇게 주세요."	"Yes, I'd like to have a baked eyeball and rice."
밥	눈알	없음	없음	굽기	6	1	"ㄱㅇ ㄴㅇ ㅂ ㅎㄴㅇ"	"R.E.R.O"	"구운 ㄴㅇ 밥 하나요."	"Roast.E.Rice.One"	"구운 눈알 밥 하나요."	"Roast.Eyeballs.Rice.One"
밥	눈알	없음	없음	굽기	6	1	"저희 아이가 먹을 밥 구워서 하나 주세요."	"Give me one after grilling rice for my child."	"사람의 눈을 영어로 하면 뭘까요?"	"What should I do in English?"	"그러니까 아이가 먹을 구운 밥 하나 주세요."	"So please give me a baked rice for the child to eat."
밥	비스무트	없음	없음	굽기	6	1	"위장 장애를 치료할 수 있는 구운 밥 주세요."	"Give me a baked rice to cure gastrointestinal disorders."	"한국어로 '창연'이라 부르기도 하는데 먹으면 위장장애를 치료할 수 있데요."	"It is sometimes called 'Changyeon' in Korean, but eating it can cure gastrointestinal disorders."	"네, 맞아요. 외계에서 온 광물이라 불리는 비스무트를 밥에 넣어 구워 주세요."	"Yes, that's right. Bismuth, which is called a mineral from outer space, is baked in rice."
밥	비스무트	없음	없음	굽기	6	1	"뜨겁게 구워서 녹은 밥 주세요."	"Give me hot-roasted and melted rice."	"녹는점이 271.4 °C인 구운 밥 주세요."	"Give me a baked rice with a melting point of 271.4 °C."	"네, 밥에 비스무트를 올려서 구워 주세요."	"Yes, please put bismuth on the rice and bake it."
밥	비스무트	없음	없음	굽기	6	1	"끓는점을 1,564°C까지 올려 구워진 덮밥 하나 주세요."	"Give me a bowl of cooked rice with bradioactive oiling points up to 1,564°C."	"비스무트를 1,564°C까지 올린 구운 밥 하나 주세요."	"I'd like a baked rice with bismuth up to 1,564°C."	"맞아요. 비스무트와 구운 밥 이렇게 주세요."	"That's right. Bismuth and baked rice, please."
밥	비스무트	없음	없음	굽기	6	1	"83번째 구워진 밥 하나 주세요."	"I'd like one of the 83rd cooked rice."	"비스무트는 원자번호가 83번이예요."	"Bismuth has an atomic number of 83."	"비스무트를 넣고 끓인 밥 하나요."	"One bradioactive oiled rice with bismuth, please."
밥	비스무트	없음	없음	굽기	6	1	"독성이 없는 달궈진 금속 밥 주세요."	"Give me non-toxic heated metal rice."	"다른말로는 '안전한 중금속'이라고 부르기도 해요."	"In other words, it's called 'safe heavy metals'."	"맞아요. 비스무트를 넣고 구운 밥 하나주세요."	"That's right. I'd like to have a bismuth and a baked rice."
밥	건전지	없음	없음	굽기	6	1	"달궈진 제 뱃속을 짜릿하게 해줄 밥 하나만 주세요."	"Give me a rice that will thrill my heated stomach."	"저의 밥처럼 여러 알갱이인 인생을 짜릿하게 해줄 음식을 만들어 주세요."	"Please make me food that will thrill my life with many grains like my rice."	"저의 구운 밥처럼 여러 알갱이인 인생을 건전지처럼 짜릿하게 해줄 음식을 만들어 주세요."	"Please make me a dish that will make my life as thrilling as a battery, which is like my baked rice."
밥	건전지	없음	없음	굽기	6	1	"저는 구운 덮밥을 먹으면 힘이 나요!"	"I gain strength when I eat grilled rice with toppings!"	"구워진 밥처럼 작은 알갱이인 전지로 이으면 좋을 것 같긴 한데..."	"I think it'd be good to connect a battery with small grains like cooked rice..."	"그럼 좋죠, 건전지와 구운 밥 주세요."	"That would be great, I'd like batteries and baked rice."
밥	건전지	없음	없음	굽기	6	1	"에너지를 채우고 싶다면 밥을 한 번 구워서 먹어봐"	"If you want to fill up your energy, grill rice and eat it"	"밥처럼 작은 알갱이로 따뜻하게 구워진 에너지를 채울 수 있다면 좋을 것 같아요."	"I think it would be nice if I could fill up the energy that was baked warmly with small grains like rice."	"네, 구운 밥과 건전지요."	"Yes, cooked rice and batteries."
밥	건전지	없음	없음	굽기	6	1	"AA 구운 밥 주세요"	"Give me grilled AA rice"	"AA 전지 구운 밥 주세요."	"AA pancake grilling, please."	"그거 맞아요. 구운 건전지 밥 주시면 돼요."	"That's right. You can give me a baked battery rice."
밥	건전지	없음	없음	굽기	6	1	"달궈진 건전지 덮밥... 제 눈으로 확인해 봐야겠어요."	"Rice with heated batteries... I must check with my own eyes."	"확인해 보게 건전지 밥 하나 달궈서 주세요."	"Please heat up a battery of rice so that I can check."	"맞아요. 건전지와 구운 밥 주시면 돼요."	"That's right. You can give me batteries and baked rice."
밥	외계 식물	없음	없음	굽기	6	1	"옆 행성에서 자라는 식물을 방사능으로 튀긴 덮밥 하나 주세요."	"Give me a bowl of radioactive fried rice with plants growing on the next planet."	"좋아요. 하지만 꼭 옆 행성에서 자라는 식물로 밥에 넣어 구워 주세요."	"Very well, but be sure to bake them in rice with plants that grow on the next planet."	"네, 외계 식물을 넣은 구운 밥 하나 주세요."	"Yes, one baked rice with alien plants, please."
밥	외계 식물	없음	없음	굽기	6	1	"제가 고기를 먹지 않지만, 고기 맛 식물은 없나요? 있다면 달궈서 밥에 넣어주세요."	"I don't eat meat, but do you have any meat-flavored plants? If there is, heat it up and put it in the rice."	"있다면 밥 맛 식물로 구워 주세요."	"If you have, please grill it with rice-flavored plants."	"네, 그거 맞아요. 외계식물 그리고 구운 밥"	"Yes, that's right. An alien plant and grilled rice"
밥	외계 식물	없음	없음	굽기	6	1	"로스트 비건 덮밥 하나 주세요."	"One roast vegan bowl, please."	"네, 불 맛이 있는 야채 밥 하나 주세요."	"Yes, I'd like a vegetable rice with a taste of fire."	"구운 외계 식물 밥 하나 주세요."	"Give me a cooked alien plant rice."
밥	외계 식물	없음	없음	굽기	6	1	"밥 위에 구운 풀만 올리는 건 좀 이상한가요?"	"Is it a little strange to put only roasted grass on top of rice?"	"이상하면 어때요? 제 입에 들어가는건데요."	"What if it's weird? It's in my mouth."	"그러니까 외계식물을 넣고 구운 밥 주세요."	"So please give me a rice baked with alien plants."
밥	외계 식물	없음	없음	굽기	6	1	"풀을 빵에 넣어 구워 먹어도 봤고, 밥에도… 구워 먹으면?"	"I've tried baking grass in bread, and I've also tried rice... If you grill it?"	"너무 궁금해요. 밥에 구운 풀을 올려 먹으면 무슨 맛일지..."	"I'm so curious. I don't know how it would taste if you put grilled grass on rice..."	"구운 밥과 외계식물 조합을 느끼고 싶어요."	"I want to feel the combination of cooked rice and alien plants."
빵	스티커	없음	없음	굽기	6	1	"와이파이 있으신가요? 잠시 빌려써도 될까요? 따뜻하게 구워진 스티커 빵 하나 주문할게요."	"Do you have Wi-Fi? Can I borrow it for a while? I'd like to order a warm baked sticker bread."	"달궈진 스티커 빵 하나 주문할 테니, 조금이라도 안 될까요?"	"I'll order a heated sticker bread, so can I have a little?"	"잠시만이면 돼요! 구워진 스티커 빵 하나 주문할게요."	"Just a moment! I'd like to order a baked sticker bread."
빵	스티커	없음	없음	굽기	6	1	"노릇노릇한 샌드위치 하나요. 접착력이 강하게요."	"One golden sandwich, please. It's very strong."	"얇고 접착력이 강한 달궈진 샌드위치 하나요."	"One thin, highly adhesive heated sandwich."	"스티커를 넣고 구운 샌드위치 하나요."	"I'd like a sandwich with a sticker on it
빵	스티커	없음	없음	굽기	6	1	"노릇노릇한 빵과 스티커가 같이 있으면 맛이 이상해요. 하지만 중독되는 맛이에요."	"It tastes weird with golden bread and stickers. But it's an addictive taste."	"중독되는 그 맛.. 스티커를 넣고 달궈진 빵 이상하죠."	"The taste that makes you addicted... It's weird that the bread is heated with stickers."	"스티커를 넣고 구운 빵은 저의 최애 음식입니다."	"Baked bread with stickers is my favorite food."
빵	스티커	없음	없음	굽기	6	1	"접착제처럼 찐득하고 노릇노릇한 빵 하나 주세요."	"Give me a bread that is sticky and golden like glue."	"얇고 찐득한 종이와 달궈진 빵"	"Thin and sticky paper and heated bread"	"스티커처럼 찐득하고, 푹신한 빵을 구워주세요."	"Bake me a sticky, fluffy bread like a sticker."
빵	스티커	없음	없음	굽기	6	1	"요나하 치위드샌 커티스 한릇노릇"	"Eno Hciwdnas Rekcits Nworb Nedlog"	"요나하 치위드샌 스티커 노릇노릇한"	"Eno Hciwdnas Sticker Roast"	"하나요 빵 스티커 노릇노릇한"	"One Bread Sticker Roast"
빵	방부제	없음	없음	굽기	6	1	"썩지 않는 노릇노릇한 빵 하나요."	"One brown bread that doesn't rot."	"썩지 않게만 해준다면 달궈진 빵을 오래 먹을 수 있어요!"	"If you don't let it rot, you can eat hot bread for a long time!"	"구운 방부제를 넣어 빵을 오래 먹을 수 있게 해주세요."	"Add baked preservatives so that the bread can last long."
빵	방부제	없음	없음	굽기	6	1	"고대 이집트에선 왕족과 귀족들의 방금 구운 빵을 방부제로 관리 하시던 거 아시나요...."	"Did you know that in ancient Egypt, the freshly baked bread of royalty and aristocrats was managed as a preservative..."	"제 음식도 왕족과 귀족처럼 관리해주세요."	"Please manage my food like royalty and aristocracy."	"제 빵도 구운 방부제를 넣어 관리해주세요."	"Please take care of my bread with baked preservatives."
빵	방부제	없음	없음	굽기	6	1	"포르말린으로 구운 샌드위치을 드셔보셨나요? 정말 맛있어요!"	"Have you tried a sandwich baked in formalin? It's really good!"	"달궈진 포르말린 샌드위치를 드셔보셨나요? 오래 먹을 수 있어요!"	"Have you tried a hot formalin sandwich? You can eat it for a long time!"	"구운 방부제 샌드위치를 드셔보셨나요? 정말 맛있어요!"	"Have you tried baked preservative sandwiches? It's really good!"
빵	방부제	없음	없음	굽기	6	1	"오래 먹을 수 있는 방금 구워진 샌드위치 주세요."	"Give me a freshly baked sandwich that can last."	"썩지 않는 달궈진 샌드위치 주세요."	"I'd like a heated sandwich that doesn't rot."	"방부제를 넣고 구운 샌드위치를 주세요."	"Give me a sandwich baked with preservatives."
빵	방부제	없음	없음	굽기	6	1	"그냥 방부제로 구워진 빵 주세요."	"Just give me bread baked with preservatives."	"작은 여러 알갱이가 들어간 달궈진 방부제 빵 주세요."	"I'd like a heated preservative bread with several small grains."	"오래 먹을 수 있게 방부제를 넣은 빵을 구워 주세요."	"Bake me bread with preservatives so I can eat it for a long time."
빵	똥	없음	없음	굽기	6	1	"말랑하게 생긴 노릇노릇해진 똥에 대해 들어보셨나요? 히히..."	"Have you heard of soft-looking golden poop? "Hehe..."	"어제 화장실에서 봤던 푹신한 똥 하나 구워 주세요."	"Please grill a soft poop that I saw in the bathroom yesterday."	"빵처럼 푹신한 똥 하나 구워 주세요."	"Please bake me a bun of soft poop."
빵	똥	없음	없음	굽기	6	1	"땡큐 베리 로스트 샌드위치.... 풉"	"Thank you very roast sandwich.... pub"	"달궈진 빵을 만들어 주신다면 땡큐 베리 풉.."	"If you can make hot bread, thank you very much.."	"구운 똥을 넣은 빵을 만들어 주시면 너무 감사하죠"	"I'd appreciate it if you made bread with grilled poop"
빵	똥	없음	없음	굽기	6	1	"어제 화장실에 봤던 노릇노릇하고 말랑하게 생긴거 주세요."	"Give me the golden and soft-looking one I saw in the bathroom yesterday."	"아직도 생생해요. 푹신하고 고소한 노릇노릇한 똥이였어요."	"It's still vivid. It was a soft and savory golden poop."	"구운 빵처럼 노릇노릇한 똥이었어요."	"It was as golden as baked bread."
빵	똥	없음	없음	굽기	6	2	"풉... 갓 구운 샌드위치 냄새를 맡고 두 개의 행성을 빠르게 달려왔어요."	"Pub... I smelled a freshly baked sandwich and ran fast across two planets."	"달궈진 빵처럼 고소한 똥 냄새를 맡고 두 개의 행성을 빠르게 달려왔어요."	"I smelled the savory poop like hot bread and ran fast across the two planets."	"맞아요. 똥을 넣고 구운 빵 2개 주세요."	"That's right. I'd like two breads baked with poop."
빵	똥	없음	없음	굽기	6	2	"똥똥 로스트 샌드위치"	"PoopPoop Roast Sandwich"	"더블 똥 로스트 빵"	"Double poop roast bread"	"구운 똥 빵 2개"	"2 pieces of roasted poop bread"
빵	종이	없음	없음	굽기	6	1	"갓 구워진 페이퍼 빵이 들어간 음식은 몇 달러 페이퍼?"	"How many dollars is the food with freshly baked paper bread?"	"달궈진 종이가 들어간 빵은 얼마일까요?"	"How much is the bread with heated paper?"	"저렴한 종이 빵 하나 구워 주세요."	"Bake me a cheap piece of paper bread."
빵	종이	없음	없음	굽기	6	1	"방금 구운 파피루스 샌드위치 하나요."	"One papyrus sandwich just baked, please."	"고대 이집트에서 파피루스의 줄기로 만든 그 종이를 넣고 구워진 샌드위치 하나 주세요."	"I'd like a sandwich baked with that paper made from the stems of papyrus in ancient Egypt."	"네, 구운 종이면 좋으니 샌드위치에 넣어주세요."	"Yes, I'd like a baked bell, so please put it in a sandwich."
빵	종이	없음	없음	굽기	6	1	"요나하 빵 이종 운구"	"Eno Daerd Repap Tsaor"	"요나하 빵 종이 구운"	"Eno Daerb Paper Roast"	"하나요 빵 종이 구운"	"One.Bread.Paper Roast"
빵	종이	없음	없음	굽기	6	1	"구워진 종이 샌드위치.. 제 눈으로 확인해 봐야겠어요"	"Baked paper sandwiches.. I'll have to check with my own eyes."	"신기하죠. 구운 종이 샌드위치이라는 음식이 실제로 있는 줄 몰랐어요."	"It's amazing. I didn't know there was actually a dish called a baked paper sandwich."	"네, 종이 그리고 구운 샌드위치. 주세요."	"Yes, paper and baked sandwiches, please."
빵	종이	없음	없음	굽기	6	1	"종이를 고기에 구워 먹어도 봤고, 빵에 구워 먹으면?"	"I've seen you grill paper on meat, and if you grill it on bread?"	"고기는 제 입맛이 아니였어요. 달궈진 빵에 넣어 먹으면 어떤 맛이 느껴질지 궁금해요."	"Meat was not my cup of tea. I wonder how it will taste if you put it in a heated bread."	"제 구운 빵은 종이 제외하고 다 빼주세요."	"Exclude all my baked bread except paper."
빵	너트	없음	없음	굽기	6	1	"너트와 돈을 넣은 갓 구운 샌드위치요. 아, 돈은 빼주세요."	"A freshly baked sandwich with nuts and money. Oh, take out the money."	"너트는 먹을 수 있지만 돈은 도저히 못 먹겠어요."	"I can eat nuts, but I can't afford it."	"네, 너트를 넣은 구운 샌드위치 주세요."	"Yes, I'd like a baked sandwich with nuts."
빵	너트	없음	없음	굽기	6	1	"ㄱㅇ ㅇㄴㅅ ㅃ ㅎㄴㅇ"	"R.N.B.O"	"구운ㅇㄴㅅ 빵 하나요."	"Roast.N.Bread.One"	"구운 암나사 빵 하나요"	"Roast.Nut.Bread.One"
빵	너트	없음	없음	굽기	6	1	"달궈진 암나사 샌드위치 하나요"	"One heated female screw sandwich, please"	"달궈진 너트 샌드위치 하나요."	"One hot nut sandwich, please."	"네, 너트 그리고 샌드위치. 구워 주세요."	"Yes, nuts and sandwiches. Roast them, please."
빵	너트	없음	없음	굽기	6	2	"달궈진 쇠를 감싼 빵 냄새를 맡고 두 개의 행성을 빠르게 달려왔어요."	"I smelled the bread wrapped in hot iron and ran fast across two planets."	"달궈진 고철을 넣은 빵 냄새를 맡고 두 개의 행성을 빠르게 달려왔어요."	"I smelled bread with hot scrap and ran fast across two planets."	"맞아요. 너트를 넣은 빵 2개 구워서 주세요."	"That's right. Give me two breads with nuts baked."
빵	너트	없음	없음	굽기	6	1	"저기 저 갓 구워진 너트 샌드위치가 맛있을 것 같아요."	"That freshly baked nut sandwich over there looks delicious."	"맛있죠, 너트를 넣고 달궈진 샌드위치."	"Delicious, a sandwich heated with nuts."	"맞아요. 너트 그리고 구운 샌드위치."	"That's right. Nut and a baked sandwiches."
빵	돈	없음	없음	굽기	6	1	"푹신한 행복을 달궈진 돈으로 살 수 없다면 혹시 돈이 모자란 건 아닌지 확인해 봐"	"If you can't buy soft happiness with heated money, check if you don't have enough money."	"달궈진 빵에 돈을 넣는 것은 행복을 얻는 방법 중 하나야."	"Putting money in hot bread is one of the ways to get happiness."	"맞아. 돈과 구운 빵."	"That's right. Money and baked bread."
빵	돈	없음	없음	굽기	6	1	"1달러 줄테니까 빵 구워오고 5달러 남겨와."	"I'll give you $1, so go bake some bread and leave $5."	"1달러 줄테니까 빵과 돈 구워가지고 와."	"I'll give you a dollar, so bring some bread and money."	"맞아. 돈과 구운 빵 가져와."	"That's right. Bring the money and the baked bread."
빵	돈	없음	없음	굽기	6	1	"제 갓 구운 샌드위치를 특별하게 만들어줄 멋진 캐시가..."	"I have a nice cash that will make my freshly baked sandwich special..."	"돈이 있다면 내 달궈진 샌드위치는 특별해!"	"My heated sandwich is special if I have money!"	"구운 샌드위치에 돈을 넣으면 특별해."	"It's special if you put money in a baked sandwich."
빵	돈	없음	없음	굽기	6	1	"구워져 있는 종이 비슷한 빵 하나 주세요."	"Give me a bread that looks like a baked paper."	"기억은 않나지만 달궈진 종이 비슷한거 넣어줘."	"I don't remember, but please put something similar to a heated paper."	"맞아, 돈을 넣고 구운 샌드위치 하나 만들어줘"	"Right, make me a sandwich with money in it"
빵	돈	없음	없음	굽기	6	1	"푹신한 돈은 항상 구워지다!"	"Soft money is always baked!"	"삶은 음식은 푹신하면 다 좋아요."	"All bradioactive oiled food is good if it's soft."	"구운 샌드위치와 돈의 조화는 아름답죠."	"The combination of grilled sandwiches and money is beautiful."
빵	보석	없음	없음	굽기	6	1	"여기서 제일 비싼 샌드위치 구워서 하나 주세요."	"Bake the most expensive sandwich here and give it to me."	"돈 보다 더 비싼것이 있다면 달궈진 샌드위치에 넣어줘."	"If there's anything more expensive than money, put it in a heated sandwich."	"맞아, 보석을 넣고 구운 샌드위치 하나 만들어주세요."	"That's right, please make me a grilled sandwich with jewels."
빵	보석	없음	없음	굽기	6	1	"주얼리한 샌드위치 구워주세요."	"Bake me a jewelry sandwich."	"달궈진 귀금속 샌드위치 주세요."	"Give me a hot precious metal sandwich."	"네, 보석 그리고 구운 샌드위치"	"Yes, jewelry and grilled sandwiches"
빵	보석	없음	없음	굽기	6	1	"갓 구운 빵 위에 보석을 토핑으로 올리는 거 좀 이상한가요?"	"Is it a little strange to put jewelry as a topping on freshly baked bread?"	"달궈진 빵 위에 보석을 올려 먹으면 맛이 이상해요."	"It tastes weird when you eat jewelry on top of heated bread."	"이상하죠. 구운 빵과 보석의 조합."	"It's strange. The combination of baked bread and jewelry."
빵	보석	없음	없음	굽기	6	1	"보석을 고기에 넣어 구워 먹어도 봤고, 빵에도… 구워 먹으면?"	"I've tried baking jewelry in meat, and bread... If you grill it?"	"달궈진 빵에 보석을 올려 먹으면 무슨 맛일지 궁금해요."	"I wonder what it would taste like if you put jewelry on a heated bread."	"네, 이번에는 구운 빵 위에 보석을 올려주세요."	"Yes, this time place the jewels on the baked bread."
빵	보석	없음	없음	굽기	6	1	"보석 빵을 구워 드신다고요? 보석 캔디는 들어봤는데.."	"You're going to bake and eat jewelry bread? I've heard of jewelry candy.."	"어릴적 추억을 비슷하게라도 느끼고 싶어요."	"I want to feel similar childhood memories."	"네, 맞아요. 보석을 넣고 구운 빵을 먹는다면, 그 추억을 느낄 수 있지 않을까요?"	"Yes, that's right. If you eat baked bread with jewels in it, wouldn't you feel the memory?"
빵	털 뭉치	없음	없음	굽기	6	1	"저는 푹신한 털이나 달궈진 털을 가진 생물이 좋아요."	"I like creatures with fluffy or heated hair."	"저는 빵처럼 푹신한 털이 많이 달린 달궈진 생물이 좋아요."	"I like heated creatures with a lot of fluffy fur like bread."	"저는 구운 빵처럼 노릇노릇한 털이 많이 달린 생물이 좋아요."	"I like creatures with a lot of golden hair like baked bread."
빵	털 뭉치	없음	없음	굽기	6	1	"푹신한 털을 달구면? 로스트 털 뭉치"	"If you heat up the fluffy fur? Bunch of roast fur"	"푹신한 털이 뭉치면 달궈진 빵처럼 보이죠."	"When the fluffy fur is lumped together, it looks like heated bread."	"네, 그렇게 해주세요. 구운 빵처럼 노릇노릇한 털이 뭉친 털 뭉치처럼요."	"Yes, please do. Like a ball of hair with golden brown fur like baked bread."
빵	털 뭉치	없음	없음	굽기	6	1	"어제 제 뱃속을 달궈준 복슬복슬한 빵..."	"The fluffy bread that heated my stomach yesterday..."	"티비로 봤는데 아직도 생생해요. 복슬복슬한게 엄청 부드러워 보였어요."	"I watched it on TV and it's still vivid. The fluffy one looked so soft."	"하지만 저희는 그것을 '구워진 모피 샌드위치'라고 부르기로 했어요."	"But we decided to call it a 'baked fur sandwich.'"
빵	털 뭉치	없음	없음	굽기	6	1	"저기 갓 구운 수염 샌드위치가 맛있을 것 같아요."	"That freshly baked beard sandwich looks delicious."	"저기 저 달궈진 빵처럼 보이는 푹신한 털이 맛있을 것 같아요."	"The fluffy fur that looks like that heated bread over there looks delicious."	"저기 저 털이 들어간 구운 샌드위치 주세요."	"I'd like that furry toasted sandwich, please."
